Longitude,Latitude,Pixel,Scan
68.6906117,48.9586475,0,2300
68.8860308,48.957052,50,2300
69.0813367,48.9551038,100,2300
69.2765803,48.9528027,150,2300
69.4718123,48.9501482,200,2300
69.6631774,48.9472033,249,2300
68.6889487,48.8232586,0,2350
68.8839315,48.8216656,50,2350
69.0788015,48.8197209,100,2350
69.2736096,48.8174247,150,2350
69.4684063,48.8147764,200,2350
69.6593451,48.8118386,249,2350
68.6872386,48.6877894,0,2400
68.8817889,48.6861953,50,2400
69.0762267,48.6842509,100,2400
69.2706026,48.6819561,150,2400
69.4649673,48.6793104,200,2400
69.6554826,48.6763764,249,2400
68.6855055,48.5523517,0,2450
68.8796268,48.5507561,50,2450
69.0736356,48.5488114,100,2450
69.2675827,48.5465175,150,2450
69.4615186,48.543874,200,2450
69.6516136,48.5409433,249,2450
68.6838519,48.416977,0,2500
68.877547,48.415384,50,2500
69.0711301,48.4134431,100,2500
69.2646516,48.4111542,150,2500
69.4581622,48.408517,200,2500
69.6478406,48.4055936,249,2500
68.6821951,48.2815876,0,2550
68.8754674,48.2799973,50,2550
69.068628,48.2780604,100,2550
69.2617274,48.2757767,150,2550
69.4548159,48.2731458,200,2550
69.6440808,48.2702299,249,2550
68.6805626,48.1461868,0,2600
68.8734153,48.1445981,50,2600
69.0661566,48.1426639,100,2600
69.258837,48.1403842,150,2600
69.4515068,48.1377585,200,2600
69.6403616,48.1348488,249,2600
68.6788948,48.0108026,0,2650
68.8713313,48.0092151,50,2650
69.0636567,48.0072835,100,2650
69.2559213,48.0050075,150,2650
69.4481755,48.0023867,200,2650
69.6366229,47.999483,249,2650
68.6772008,47.8753957,0,2700
68.8692246,47.8738087,50,2700
69.0611373,47.8718787,100,2700
69.2529894,47.8696055,150,2700
69.444831,47.8669888,200,2700
69.6328741,47.8640901,249,2700
68.6755834,47.740028,0,2750
68.8671971,47.7384433,50,2750
69.0587001,47.7365168,100,2750
69.2501428,47.7342483,150,2750
69.4415752,47.7316375,200,2750
69.6292174,47.7287458,249,2750
68.6739279,47.6046597,0,2800
68.865135,47.6030755,50,2800
69.0562316,47.6011506,100,2800
69.2472679,47.5988849,150,2800
69.438294,47.596278,200,2800
69.6255382,47.5933914,249,2800
68.6723541,47.4693845,0,2850
68.8631571,47.4678037,50,2850
69.05385,47.4658834,100,2850
69.2444831,47.4636235,150,2850
69.4351063,47.4610236,200,2850
69.6219558,47.4581449,249,2850
68.6706531,47.3339619,0,2900
68.861056,47.3323794,50,2900
69.0513489,47.3304586,100,2900
69.2415818,47.3281994,150,2900
69.4318048,47.3256013,200,2900
69.6182619,47.3227256,249,2900
68.6690638,47.1986163,0,2950
68.859069,47.1970358,50,2950
69.0489645,47.1951183,100,2950
69.2388003,47.1928634,150,2950
69.4286265,47.1902709,200,2950
69.6146948,47.1874018,249,2950
68.6674347,47.0632692,0,3000
68.8570454,47.0616883,50,3000
69.0465466,47.0597715,100,3000
69.2359884,47.0575186,150,3000
69.4254204,47.0549291,200,3000
69.6111026,47.0520642,249,3000
68.6658496,46.9279438,0,3050
68.8550686,46.9263645,50,3050
69.0441785,46.9244503,100,3050
69.2332291,46.9222013,150,3050
69.4222703,46.9196169,200,3050
69.6075695,46.916758,249,3050
68.6642734,46.7926335,0,3100
68.8531036,46.7910555,50,3100
69.0418251,46.7891439,100,3100
69.2304875,46.7868985,150,3100
69.4191407,46.7843189,200,3100
69.6040598,46.7814659,249,3100
68.6626913,46.6572983,0,3150
